,business_id,name,address,city,state,latitude,longitude,stars,review_count,attributes,categories,hours
8638,fEdDmhp6MQhuPF-iVLcmEw,Carlota's Authentic Mexican Cuisine,10420 N La Canada Dr,Port Richey,FL,28.2759,-82.7254,3.5,46,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'Caters': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'""}","Restaurants, Food, Mexican","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
8656,7NH9d6yyGwoMUiueaOZstg,Canadian Tire - Sherwood Park,169 Ordze Avenue,South Beach,FL,27.5883,-80.3435,2.0,21,"{'RestaurantsPriceRange2': '2', 'BusinessParking': 'None'}","Fashion, Tires, Department Stores, Shopping, Automotive","{'Monday': '8:0-20:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '8:0-20:0'}"
8685,NGXjKa-bunEEwciWUkmOBQ,Jenny's Nails,62 York Rd,Yerington,NV,38.9554,-119.1101,2.5,13,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Nail Salons, Beauty & Spas","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-17:0'}"
8712,Wj7clIaMhJmWuR7MuMjoeA,Fusco's The Spot,4432 E Bristol Rd,Lucerne,CA,39.0698,-122.7746,3.5,25,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '1'}","Pool Halls, Nightlife, Shopping, Pool & Billiards","{'Monday': '12:0-4:0', 'Tuesday': '12:0-4:0', 'Wednesday': '12:0-4:0', 'Thursday': '11:0-4:0', 'Friday': '11:0-4:0', 'Saturday': '11:0-4:0', 'Sunday': '11:0-4:0'}"
8724,AL3_t23te70PJpXklfw_HA,Newk's Eatery,4550 Harding Pike,Bushnell,FL,28.686,-82.1165,3.0,65,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False'}","American (New), Food, Soup, Pizza, Restaurants, Salad, Sandwiches, American (Traditional), Specialty Food","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-22:0'}"
8732,e2HO_lbs0uP1-Vis3WKG7w,Golden Bowl II Chinese Restaurant,357 Main St,Holmes Beach,FL,27.5108,-82.7152,4.0,9,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False'}","Chinese, Fast Food, Restaurants","{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30'}"
8745,au4CVceodChNVa33wBFOjQ,Used Tire Express,9824 Manchester Rd,Arbuckle,CA,39.0141,-122.061,2.5,5,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Tires","{'Monday': '9:30-17:30', 'Tuesday': '9:30-17:30', 'Wednesday': '9:30-17:30', 'Thursday': '9:30-17:30', 'Friday': '9:30-17:30', 'Saturday': '9:0-17:0'}"
8763,pjb3xGA9ccjl49B5ERH46w,Carmelita's Mexican Restaurant,7705 Ulmerton Rd,Las Lomas,CA,36.8688,-121.7317,3.5,108,"{'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '9:0-21:0'}"
8782,JZVK_yoV48O_2gDykG_1Ow,Bonks Bar,3467 Richmond St,Amesti,CA,36.9583,-121.7805,4.0,35,"{'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'False', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': None, 'video': False, 'karaoke': None}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'CoatCheck': 'False', 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'None', 'Caters': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}""}","Seafood, Nightlife, Bars, American (Traditional), Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
8784,RLr68X0R9xlT2DiXtbkPRA,Who Cares Wear,11222 Jasper Avenue NW,Windermere,FL,28.5028,-81.5377,3.0,17,"{'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Fashion, Accessories, Women's Clothing, Shopping","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}"
8793,iephxeyV4Xp0lMaF3jVc_Q,Conshohocken Dental Group,"200 W Ridge Pike, Ste 129",Pine Mountain Lake,CA,37.8599,-120.1844,4.5,20,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","General Dentistry, Periodontists, Health & Medical, Dentists, Cosmetic Dentists","{'Monday': '13:0-20:0', 'Tuesday': '9:30-17:30', 'Wednesday': '14:0-20:0', 'Thursday': '13:0-18:0', 'Friday': '9:30-17:30'}"
8802,kNA3gcAM7N12wEscMpYh4g,Desert Vintage,"403 N 6th Ave, Ste 119",Bal Harbour,FL,25.8935,-80.1258,4.5,20,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Fashion, Arts & Crafts, Costumes, Shopping, Used, Vintage & Consignment","{'Monday': '11:0-18:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-17:0'}"
8805,MimXaE22Ubx65T6uY6tMqA,Oodle Noodle,2515 17 Street,El Verano,CA,38.2975,-122.4915,3.5,10,"{'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'DogsAllowed': 'False'}","Noodles, Pan Asian, Asian Fusion, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
8811,FkuYJWP1vOAPI6WepkT_Sw,Polo Run Apartments,800 Kings Mill Rd,Rancho Santa Fe,CA,33.024,-117.1992,1.5,20,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False'}","Home Services, Apartments, Real Estate","{'Monday': '9:0-19:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0'}"
8813,CU7JcRlCu01SFdf6CCITXQ,Riverview Restaurant & Marina,110 Old River Rd,Auberry,CA,37.0853,-119.4495,3.5,70,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'WiFi': ""'no'"", 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
8817,c6DUOuLuX8pKVNgKUlZf9A,Brindle Cafe,221 E Girard Ave,Ocala Estates,FL,29.2018,-82.3098,3.0,9,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'""}","Sandwiches, Restaurants, American (New)","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
8829,UjhAD9kZe7-wUTjD0BGh9w,Wawa,2290 Clement Ave,Ridgemark,CA,36.8082,-121.3623,2.5,5,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True'}","Coffee & Tea, Food, Sandwiches, Convenience Stores, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
8835,x2q2snVzsCnAc5RYE1litw,Ice Dreammm Shop,"6013 Wesley Grove Blvd, Ste 101",Ridgecrest,FL,27.8923,-82.8074,5.0,18,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': False}""}","Ice Cream & Frozen Yogurt, Food, Desserts","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
8842,6U8tN-4x4HsUJfTo6HSU8g,PODS Moving & Storage,"6895 S Eisenman, Ste B",Indialantic,FL,28.0871,-80.57,3.5,10,{'BusinessAcceptsCreditCards': 'True'},"Movers, Home Services, Local Services, Self Storage","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0'}"
8845,B6fIXw9UyF06mXmHPMnFwg,Taco Bell,1760 North Olden Avenue,Fairbanks Ranch,CA,32.9919,-117.1859,2.5,30,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'DriveThru': 'True'}","Mexican, Tacos, Tex-Mex, Restaurants, Fast Food, Breakfast & Brunch","{'Monday': '8:0-1:0', 'Tuesday': '8:0-1:0', 'Wednesday': '8:0-1:0', 'Thursday': '8:0-1:0', 'Friday': '8:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-1:0'}"
8848,jLOgZeutXVUl8IOUJeksHQ,Pull-A-Part,2505 Producers Ln,Hill 'n Dale,FL,28.519,-82.2918,3.5,10,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Auto Parts & Supplies, Car Buyers, Used Car Dealers","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '9:0-17:0'}"
8856,Hh0YKR9wWP3dCcAtkJD5JQ,Valley Forge Eye Care,"1260 Valley Forge Rd, Ste 108",Inverness Highlands North,FL,28.8637,-82.3766,5.0,5,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'True'}","Professional Services, Optometrists, Doctors, Health & Medical, Eyewear & Opticians, Shopping","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-15:0'}"
8874,xuhsjS8XP1OaftN3yrW4_Q,Champion Trailers,6300 E Adamo Dr,Verona Walk,FL,26.086,-81.6798,4.5,9,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Trailer Repair, Automotive, Trailer Dealers","{'Monday': '8:0-16:30', 'Tuesday': '8:0-16:30', 'Wednesday': '8:0-16:30', 'Thursday': '8:0-16:30', 'Friday': '8:0-16:30', 'Saturday': '10:0-14:0'}"
8882,OAHRMd971k-yDQwRxzgc2g,4 Rivers Smokehouse,623 S MacDill Ave,Grenelefe,FL,28.0579,-81.5538,4.0,343,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'False', 'HasTV': 'True', 'DogsAllowed': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Barbeque, Smokehouse, Food, Event Planning & Services, Southern, Restaurants, Caterers, Desserts","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
8914,BunQD-tnn2V4Y-Oj-7rysw,Manhattan Bagel,3530 W Chester Pike,Malabar,FL,27.9884,-80.5781,2.0,27,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'AgesAllowed': ""u'allages'""}","Food, Sandwiches, Restaurants, Breakfast & Brunch, Bagels","{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
8917,c638AkRgKsB-gm64QkDpYQ,Eye Care Physicians & Surgeons of New Jersey,1701 Wynwood Dr,Williston,FL,29.374,-82.4579,3.0,12,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Doctors, Optometrists, Ophthalmologists, Laser Eye Surgery/Lasik, Health & Medical","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
8924,kuof8pQvg5dSGXzBdlsIPA,Bella Locs,,Chattahoochee,FL,30.6977,-84.8341,2.5,5,"{'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HairSpecializesIn': ""{'straightperms': False, 'coloring': False, 'extensions': False, 'africanamerican': True, 'curly': False, 'kids': False, 'perms': False, 'asian': True}"", 'BusinessAcceptsCreditCards': 'True'}","Cosmetics & Beauty Supply, Nail Technicians, Hair Stylists, Beauty & Spas, Shopping, Nail Salons, Hair Extensions, Hair Salons","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '9:0-21:0', 'Saturday': '11:0-15:0'}"
8975,Udlivg8oVF_JRgfL5TV33w,Trophy Limousine Service,"7000 Holstein Ave, Ste 1",Frostproof,FL,27.7494,-81.5252,3.5,27,{'BusinessAcceptsCreditCards': 'False'},"Local Services, Shoe Repair, Hotels & Travel, Limos, Transportation","{'Monday': '0:0-23:59', 'Tuesday': '0:0-23:59', 'Wednesday': '0:0-23:59', 'Thursday': '0:0-23:59', 'Friday': '0:0-23:59', 'Saturday': '0:0-23:59', 'Sunday': '0:0-23:59'}"
8976,PhtHiyvfHjJz78aP_aZikg,Value City Furniture,2437 E Main St,Borrego Springs,CA,33.241,-116.3571,1.5,26,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'DogsAllowed': 'False'}","Home & Garden, Furniture Stores, Shopping, Mattresses, Home Decor","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-18:0'}"
8991,54NQk8KBYd8lMD3bLVbrAQ,Pep Boys,982 W Street Rd,San Andreas,CA,38.1911,-120.6763,2.0,27,{'BusinessAcceptsCreditCards': 'True'},"Tires, Auto Parts & Supplies, Automotive, Auto Repair, Oil Change Stations","{'Monday': '7:30-20:0', 'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '7:30-20:0', 'Saturday': '7:30-19:0', 'Sunday': '9:0-18:0'}"
9000,egDTVGLfZVWf8-rmFWmwrQ,Quality Plumbing Pros,,Madison,FL,30.4716,-83.413,5.0,17,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Plumbing, Water Heater Installation/Repair, Water Purification Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
9027,vQwRn1BU24O7XHNyjkzDog,The Pines Tavern,6217 N Radcliffe St,Winchester,CA,33.7146,-117.0775,4.0,77,"{'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOB': 'False', 'Smoking': ""u'outdoor'"", 'Caters': 'True'}","Local Flavor, Nightlife, Bars, Restaurants, Beer, Wine & Spirits, American (New), Food, American (Traditional), Salad, Arts & Entertainment, Music Venues, Comfort Food","{'Monday': '12:0-0:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
